timestamp,host,process,message,severity
2025-08-14T23:41:08.687858+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:26447): Gjs-WARNING **: 23:41:08.686: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:41:11.744050+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:26470): Gjs-WARNING **: 23:41:11.742: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:41:14.802004+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:26492): Gjs-WARNING **: 23:41:14.800: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:41:18.057471+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:26517): Gjs-WARNING **: 23:41:18.056: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:41:20.893405+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:26554): Gjs-WARNING **: 23:41:20.891: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:41:23.942084+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:26576): Gjs-WARNING **: 23:41:23.940: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:41:26.988847+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:26599): Gjs-WARNING **: 23:41:26.987: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:41:30.236401+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:26624): Gjs-WARNING **: 23:41:30.234: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:41:33.077065+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:26662): Gjs-WARNING **: 23:41:33.076: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:41:36.132054+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:26686): Gjs-WARNING **: 23:41:36.131: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:41:39.177068+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:26709): Gjs-WARNING **: 23:41:39.175: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:41:42.430841+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:26734): Gjs-WARNING **: 23:41:42.429: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:41:45.276035+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:26772): Gjs-WARNING **: 23:41:45.274: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:41:48.345022+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:26794): Gjs-WARNING **: 23:41:48.344: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:41:51.415412+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:26816): Gjs-WARNING **: 23:41:51.413: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:41:54.569828+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:26847): Gjs-WARNING **: 23:41:54.568: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:41:57.484983+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:26885): Gjs-WARNING **: 23:41:57.484: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:42:00.534856+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:26908): Gjs-WARNING **: 23:42:00.533: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:42:03.586223+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:26929): Gjs-WARNING **: 23:42:03.585: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:42:06.830355+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:26954): Gjs-WARNING **: 23:42:06.829: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:42:09.676790+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:26993): Gjs-WARNING **: 23:42:09.674: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:42:12.725082+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:27016): Gjs-WARNING **: 23:42:12.722: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:42:15.767149+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:27038): Gjs-WARNING **: 23:42:15.765: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:42:18.984312+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:27063): Gjs-WARNING **: 23:42:18.981: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:42:21.859881+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:27101): Gjs-WARNING **: 23:42:21.858: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:42:24.901010+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:27123): Gjs-WARNING **: 23:42:24.899: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:42:27.941873+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:27146): Gjs-WARNING **: 23:42:27.940: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:42:31.169949+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:27171): Gjs-WARNING **: 23:42:31.169: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:42:34.021037+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:27209): Gjs-WARNING **: 23:42:34.019: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:42:37.076021+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:27231): Gjs-WARNING **: 23:42:37.074: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:42:40.130579+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:27253): Gjs-WARNING **: 23:42:40.129: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:42:43.371027+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:27283): Gjs-WARNING **: 23:42:43.370: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:42:46.231217+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:27322): Gjs-WARNING **: 23:42:46.229: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:42:49.281475+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:27344): Gjs-WARNING **: 23:42:49.279: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:42:52.338067+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:27367): Gjs-WARNING **: 23:42:52.336: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:42:55.548066+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:27394): Gjs-WARNING **: 23:42:55.547: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:42:58.425345+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:27433): Gjs-WARNING **: 23:42:58.423: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:43:01.478681+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:27456): Gjs-WARNING **: 23:43:01.477: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:43:04.545031+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:27479): Gjs-WARNING **: 23:43:04.543: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:43:07.775911+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:27504): Gjs-WARNING **: 23:43:07.775: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:43:10.642835+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:27543): Gjs-WARNING **: 23:43:10.641: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:43:13.693009+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:27565): Gjs-WARNING **: 23:43:13.691: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:43:16.738121+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:27587): Gjs-WARNING **: 23:43:16.737: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:43:19.966051+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:27613): Gjs-WARNING **: 23:43:19.965: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:43:22.808550+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:27653): Gjs-WARNING **: 23:43:22.807: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:43:25.850870+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:27675): Gjs-WARNING **: 23:43:25.848: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:43:28.895978+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:27697): Gjs-WARNING **: 23:43:28.895: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:43:32.137158+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:27723): Gjs-WARNING **: 23:43:32.135: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:43:34.999048+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:27761): Gjs-WARNING **: 23:43:34.998: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:43:38.074348+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:27784): Gjs-WARNING **: 23:43:38.073: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:43:41.109219+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:27806): Gjs-WARNING **: 23:43:41.108: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:43:44.351026+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:27832): Gjs-WARNING **: 23:43:44.349: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:43:47.225120+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:27870): Gjs-WARNING **: 23:43:47.224: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:43:50.309639+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:27894): Gjs-WARNING **: 23:43:50.308: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:43:53.352043+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:27918): Gjs-WARNING **: 23:43:53.350: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:43:56.569981+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:27945): Gjs-WARNING **: 23:43:56.568: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:43:59.453037+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:27982): Gjs-WARNING **: 23:43:59.451: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:44:02.507008+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:28004): Gjs-WARNING **: 23:44:02.506: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:44:05.571327+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:28026): Gjs-WARNING **: 23:44:05.570: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:44:08.834011+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:28052): Gjs-WARNING **: 23:44:08.833: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:44:11.629035+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:28091): Gjs-WARNING **: 23:44:11.627: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:44:14.679061+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:28113): Gjs-WARNING **: 23:44:14.676: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:44:17.768020+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:28136): Gjs-WARNING **: 23:44:17.766: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:44:21.003977+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:28161): Gjs-WARNING **: 23:44:21.003: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:44:23.834769+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:28199): Gjs-WARNING **: 23:44:23.833: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:44:26.894996+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:28222): Gjs-WARNING **: 23:44:26.892: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:44:29.963020+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:28245): Gjs-WARNING **: 23:44:29.961: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:44:33.655816+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:28271): Gjs-WARNING **: 23:44:33.653: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:44:36.217211+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:28308): Gjs-WARNING **: 23:44:36.216: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:44:39.380273+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:28331): Gjs-WARNING **: 23:44:39.379: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:44:42.617042+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:28355): Gjs-WARNING **: 23:44:42.597: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:44:46.153968+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:28381): Gjs-WARNING **: 23:44:46.151: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:44:48.834815+05:30,sai-VirtualBox,gnome-shell[2036],DING: (gjs:28421): Gjs-WARNING **: 23:44:48.831: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:48:14.213376+05:30,sai-VirtualBox,kernel,"RETBleed: WARNING: Spectre v2 mitigation leaves CPU vulnerable to RETBleed attacks, data leaks possible!",WARNING
2025-08-14T23:48:14.214624+05:30,sai-VirtualBox,kernel,vmwgfx 0000:00:02.0: [drm] *ERROR* vmwgfx seems to be running on an unsupported hypervisor.,ERROR
2025-08-14T23:48:14.214626+05:30,sai-VirtualBox,kernel,vmwgfx 0000:00:02.0: [drm] *ERROR* This configuration is likely broken.,ERROR
2025-08-14T23:48:14.214634+05:30,sai-VirtualBox,kernel,vmwgfx 0000:00:02.0: [drm] *ERROR* Please switch to a supported graphics device to avoid problems.,ERROR
2025-08-14T23:48:25.576452+05:30,sai-VirtualBox,gnome-session-binary[1297],WARNING: Could not check if unit gnome-session-wayland@gnome-login.target is active: Error calling StartServiceByName for org.freedesktop.systemd1: Process org.freedesktop.systemd1 exited with status 1,WARNING
2025-08-14T23:48:25.576658+05:30,sai-VirtualBox,gnome-session[1297],gnome-session-binary[1297]: WARNING: Could not check if unit gnome-session-wayland@gnome-login.target is active: Error calling StartServiceByName for org.freedesktop.systemd1: Process org.freedesktop.systemd1 exited with status 1,WARNING
2025-08-14T23:48:57.110344+05:30,sai-VirtualBox,gnome-session[1941],gnome-session-binary[1941]: GnomeDesktop-WARNING: Could not create transient scope for PID 2121: GDBus.Error:org.freedesktop.DBus.Error.UnixProcessIdUnknown: Failed to set unit properties: No such process,WARNING
2025-08-14T23:48:57.110381+05:30,sai-VirtualBox,gnome-session-binary[1941],GnomeDesktop-WARNING: Could not create transient scope for PID 2121: GDBus.Error:org.freedesktop.DBus.Error.UnixProcessIdUnknown: Failed to set unit properties: No such process,WARNING
2025-08-14T23:48:57.164602+05:30,sai-VirtualBox,gnome-session[1941],gnome-session-binary[1941]: GnomeDesktop-WARNING: Could not create transient scope for PID 2129: GDBus.Error:org.freedesktop.DBus.Error.UnixProcessIdUnknown: Failed to set unit properties: No such process,WARNING
2025-08-14T23:48:57.165012+05:30,sai-VirtualBox,gnome-session-binary[1941],GnomeDesktop-WARNING: Could not create transient scope for PID 2129: GDBus.Error:org.freedesktop.DBus.Error.UnixProcessIdUnknown: Failed to set unit properties: No such process,WARNING
2025-08-14T23:49:00.349460+05:30,sai-VirtualBox,gnome-shell[1337],JS ERROR: Gio.IOErrorEnum: Xwayland exited unexpectedly#012@resource:///org/gnome/shell/ui/init.js:21:20,ERROR
2025-08-14T23:49:03.417443+05:30,sai-VirtualBox,gnome-shell[1973],DING: (gjs:2543): Gjs-WARNING **: 23:49:03.401: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:49:04.736279+05:30,sai-VirtualBox,gnome-shell[1973],DING: (gjs:2683): Gjs-WARNING **: 23:49:04.734: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-14T23:49:19.718642+05:30,sai-VirtualBox,tracker-miner-fs-3[2765],"(tracker-extract-3:2765): GLib-GIO-WARNING **: 23:49:19.716: Error creating IO channel for /proc/self/mountinfo: Invalid argument (g-io-error-quark, 13)",WARNING
2025-08-15T00:33:19.679786+05:30,sai-VirtualBox,tracker-miner-fs-3[9041],"(tracker-extract-3:9041): GLib-GIO-WARNING **: 00:33:19.677: Error creating IO channel for /proc/self/mountinfo: Invalid argument (g-io-error-quark, 13)",WARNING
2025-08-15T00:38:27.578892+05:30,sai-VirtualBox,tracker-miner-fs-3[9100],"(tracker-extract-3:9100): GLib-GIO-WARNING **: 00:38:27.577: Error creating IO channel for /proc/self/mountinfo: Invalid argument (g-io-error-quark, 13)",WARNING
2025-08-15T00:38:49.559700+05:30,sai-VirtualBox,tracker-miner-fs-3[9116],"(tracker-extract-3:9116): GLib-GIO-WARNING **: 00:38:49.557: Error creating IO channel for /proc/self/mountinfo: Invalid argument (g-io-error-quark, 13)",WARNING
2025-08-15T00:39:00.646246+05:30,sai-VirtualBox,tracker-miner-fs-3[9127],"(tracker-extract-3:9127): GLib-GIO-WARNING **: 00:39:00.643: Error creating IO channel for /proc/self/mountinfo: Invalid argument (g-io-error-quark, 13)",WARNING
2025-08-15T00:41:24.655033+05:30,sai-VirtualBox,tracker-miner-fs-3[9199],"(tracker-extract-3:9199): GLib-GIO-WARNING **: 00:41:24.654: Error creating IO channel for /proc/self/mountinfo: Invalid argument (g-io-error-quark, 13)",WARNING
2025-08-15T01:26:13.866304+05:30,sai-VirtualBox,tracker-miner-fs-3[9866],"(tracker-extract-3:9866): GLib-GIO-WARNING **: 01:26:13.865: Error creating IO channel for /proc/self/mountinfo: Invalid argument (g-io-error-quark, 13)",WARNING
2025-08-15T01:28:10.020615+05:30,sai-VirtualBox,tracker-miner-fs-3[9899],"(tracker-extract-3:9899): GLib-GIO-WARNING **: 01:28:10.018: Error creating IO channel for /proc/self/mountinfo: Invalid argument (g-io-error-quark, 13)",WARNING
2025-08-15T01:29:55.551650+05:30,sai-VirtualBox,gnome-shell[1973],libinput error: WARNING: log rate limit exceeded (5 msgs per 3600000ms). Discarding future messages.,WARNING
2025-08-15T01:31:47.350709+05:30,sai-VirtualBox,kernel,"RETBleed: WARNING: Spectre v2 mitigation leaves CPU vulnerable to RETBleed attacks, data leaks possible!",WARNING
2025-08-15T01:31:47.351306+05:30,sai-VirtualBox,kernel,vmwgfx 0000:00:02.0: [drm] *ERROR* vmwgfx seems to be running on an unsupported hypervisor.,ERROR
2025-08-15T01:31:47.351310+05:30,sai-VirtualBox,kernel,vmwgfx 0000:00:02.0: [drm] *ERROR* This configuration is likely broken.,ERROR
2025-08-15T01:31:47.351311+05:30,sai-VirtualBox,kernel,vmwgfx 0000:00:02.0: [drm] *ERROR* Please switch to a supported graphics device to avoid problems.,ERROR
2025-08-15T01:31:51.931243+05:30,sai-VirtualBox,gnome-session[1277],gnome-session-binary[1277]: WARNING: Could not check if unit gnome-session-wayland@gnome-login.target is active: Error calling StartServiceByName for org.freedesktop.systemd1: Process org.freedesktop.systemd1 exited with status 1,WARNING
2025-08-15T01:31:51.933903+05:30,sai-VirtualBox,gnome-session-binary[1277],WARNING: Could not check if unit gnome-session-wayland@gnome-login.target is active: Error calling StartServiceByName for org.freedesktop.systemd1: Process org.freedesktop.systemd1 exited with status 1,WARNING
2025-08-15T01:33:28.547491+05:30,sai-VirtualBox,gnome-session[1948],gnome-session-binary[1948]: GnomeDesktop-WARNING: Could not create transient scope for PID 1966: GDBus.Error:org.freedesktop.DBus.Error.UnixProcessIdUnknown: Failed to set unit properties: No such process,WARNING
2025-08-15T01:33:28.547624+05:30,sai-VirtualBox,gnome-session-binary[1948],GnomeDesktop-WARNING: Could not create transient scope for PID 1966: GDBus.Error:org.freedesktop.DBus.Error.UnixProcessIdUnknown: Failed to set unit properties: No such process,WARNING
2025-08-15T01:33:31.298707+05:30,sai-VirtualBox,gnome-session[1948],gnome-session-binary[1948]: GnomeDesktop-WARNING: Could not create transient scope for PID 2138: GDBus.Error:org.freedesktop.DBus.Error.UnixProcessIdUnknown: Failed to set unit properties: No such process,WARNING
2025-08-15T01:33:31.299015+05:30,sai-VirtualBox,gnome-session-binary[1948],GnomeDesktop-WARNING: Could not create transient scope for PID 2138: GDBus.Error:org.freedesktop.DBus.Error.UnixProcessIdUnknown: Failed to set unit properties: No such process,WARNING
2025-08-15T01:33:31.476801+05:30,sai-VirtualBox,gnome-session[1948],gnome-session-binary[1948]: GnomeDesktop-WARNING: Could not create transient scope for PID 2144: GDBus.Error:org.freedesktop.DBus.Error.UnixProcessIdUnknown: Failed to set unit properties: No such process,WARNING
2025-08-15T01:33:31.477125+05:30,sai-VirtualBox,gnome-session-binary[1948],GnomeDesktop-WARNING: Could not create transient scope for PID 2144: GDBus.Error:org.freedesktop.DBus.Error.UnixProcessIdUnknown: Failed to set unit properties: No such process,WARNING
2025-08-15T01:33:31.514950+05:30,sai-VirtualBox,gnome-session[1948],gnome-session-binary[1948]: GnomeDesktop-WARNING: Could not create transient scope for PID 2147: GDBus.Error:org.freedesktop.DBus.Error.UnixProcessIdUnknown: Failed to set unit properties: No such process,WARNING
2025-08-15T01:33:31.515126+05:30,sai-VirtualBox,gnome-session-binary[1948],GnomeDesktop-WARNING: Could not create transient scope for PID 2147: GDBus.Error:org.freedesktop.DBus.Error.UnixProcessIdUnknown: Failed to set unit properties: No such process,WARNING
2025-08-15T01:33:35.717428+05:30,sai-VirtualBox,gnome-shell[1336],JS ERROR: Gio.IOErrorEnum: Xwayland exited unexpectedly#012@resource:///org/gnome/shell/ui/init.js:21:20,ERROR
2025-08-15T01:33:40.174489+05:30,sai-VirtualBox,gnome-shell[1983],DING: (gjs:2692): Gjs-WARNING **: 01:33:40.094: GLib.unix_signal_add has been moved to a separate platform-specific library. Please update your code to use GLibUnix.signal_add instead.,WARNING
2025-08-15T01:33:54.571257+05:30,sai-VirtualBox,tracker-miner-fs-3[2831],"(tracker-extract-3:2831): GLib-GIO-WARNING **: 01:33:54.569: Error creating IO channel for /proc/self/mountinfo: Invalid argument (g-io-error-quark, 13)",WARNING
2025-08-15T02:07:00.989691+05:30,sai-VirtualBox,tracker-miner-fs-3[4750],"(tracker-extract-3:4750): GLib-GIO-WARNING **: 02:07:00.989: Error creating IO channel for /proc/self/mountinfo: Invalid argument (g-io-error-quark, 13)",WARNING
2025-08-15T12:27:45.002291+05:30,sai-VirtualBox,kernel,"RETBleed: WARNING: Spectre v2 mitigation leaves CPU vulnerable to RETBleed attacks, data leaks possible!",WARNING
2025-08-15T12:27:45.052208+05:30,sai-VirtualBox,kernel,vmwgfx 0000:00:02.0: [drm] *ERROR* vmwgfx seems to be running on an unsupported hypervisor.,ERROR
